Sentence,Sentiment
$CPHI big buy block.,positive
HPQ very nice close imo!,positive
"India's 2019-20 Fuel Demand Growth Worst In Over Two Decades
https://t.co/YfTp4gWwLS",negative
"Obviously, I am not a communist,' @BernieSanders said, adding that Trump 'maybe doesn't know the difference."" https://t.co/kaI5i9Wflu",neutral
short OC starting to work towards 38,negative
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/5vCkppVHOV,negative
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral
Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,negative
"""That's Not Safe! Somebody's Going To Die!"": Senator Markey Slams Tesla Autopilot At Commerce Committee Hearing https://t.co/PHvFLxKnQu",negative
JCP Gets Fresh:  user,negative
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral
BAC accumulated more May 12 calls today.  ooking for a move to the upside leading into Thursday.,positive
ouch looks like $tsla shorts getting skinned again,positive
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive
"AAP innovation is dead? What about the best selling computer, iPad mini, released on 10/23/2012.  iWatch? iTV?",positive
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...",negative
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive
Patterson-UTI Energy started at sell with $7 stock price target at Deutsche Bank,negative
user: bet it all on AAP right now. ather bet on AAP 52 week low than all the vapour-ware 52 or A time highs.. poof,positive
"SV GD PA NGT FCX NEM AY - Gold prices traded steady, focus on dollar",negative
"Access LIVE #market #analysis, exclusive #investingideas, #earnings coverage and more. Take a #FreeTrial of Briefin https://t.co/JI3Cin6xFZ",neutral
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative
GOOG deciding what strike to buy into the close for calls. AAP has been flagging since yesterday.,positive
Edited Transcript of ASH.N earnings conference call or presentation 19-Nov-19 2:00pm GMT,neutral
I will short FDX under 96.85.,negative
Hilton Worldwide Q4 2019 Earnings Preview,neutral
Wirecard says 2017 audit of Singapore unit not concluded due to probe,negative
"user: SV super cheap stock, that appears to be getting ready . to fill a  gap above current price!  >Nice name  2",positive
"eading stocks topped early in the day, even as ES_F pushed higher. elative weakness on a strong up day. SODA SPW QCOM FB AAP BID",negative
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral
Apache declares $0.25 dividend,neutral
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive
MCS triggered last week and is pulling back on lighter volume so watch for reversal by support,positive
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative
"Bulls And Bears Of The Week: Disney, Macy's, Netflix, Tesla And More",neutral
Perelmans Discount Drug Company Brushes Off Buyout Approaches,neutral
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,neutral
Does Mimecast Limited (NASDAQ:MIME) Have A Particularly Volatile Share Price?,neutral
"How are technological advances causing a boom in renewable energy? Find out in our new infographic, ""The Power Shif https://t.co/gVDgEE6ArY",neutral
8 Sources of Income Social Security's Payroll Tax Can't Touch,neutral
"covered TA short for a nice profit .  Careful about tomorrow, BErnanke and consumer sonfidence numbers.  Pare down positions. SPY",negative
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,positive
"Highlight: If you think about the value that LVMH might be able to unlock for Tiffany, it does justify the price t https://t.co/7YlpHgIQ3H",neutral
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative
B bearish,negative
"Coronavirus Scare: Global Markets Suffer Record Meltdown As Global Virus Alarm Grows
https://t.co/dm2QDiuJZz",negative
Smart traders taking your money! GPN,negative
AUD/USD: There Could Be Some Upside Once Markets Calm Down. https://t.co/WfSuPlqOxE #business #economy #markets,positive
"Toyota, Honda Extend China Shutdowns as Virus Gathers Pace",negative
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral
The expansion aims to attract new customers both in Finland and abroad .,positive
Samsung Electronics executive receives jail term over union-busting: media,negative
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive
Pre-Market osers: HN GMN BHP BB SODA GD IO AGO A GDX,negative
AAP has AWAYS ignored what Wall Street wanted. Nobody complained when the stock was going up.,positive
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",positive
Vereit +1.7% after settling with SEC,positive
Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because https://t.co/tphI9DEicz,negative
"user: AAP, if everyone thinks its going up tomorrow, its going down.. ~ you speak as if humans were in charge.. not SKYNET",positive
Is Computershare Limited's (ASX:CPU) CEO Salary Justified?,neutral
OWE STOP IN APO to 18.75.,negative
STI 30 min opening range busta move. 2 first target. Calls,positive
"Key levels, confirming the expectation on: BBY DNDN BAS GD These and other set ups...  DIA QQQ SPX T",positive
"IP sneaky breakout seconds to go before close, waited all day for this one",positive
PCN Still buyable here off the breakout last week of the descending trend line.  Stop set at 713.,positive
P approaching resistance area around 12.47/.50,positive
CompaniesMeggitt profits hit by weak energy and military markets,negative
Production is scheduled to start by the end of April 2007 .,neutral
AAP 465 is resistance and heading to 435 in the near term.,negative
JCP Our CEO is tinkering with new idea at home about how to bring customer in. Be patient till you are wiped out.,negative
TSX futures rise on hopes of U.S.-China phase-one trade deal #economy #MarketScreener https://t.co/ZGSZaHdknG https://t.co/4H9FG45VLT,positive
NASDAQ : Debtor distribution data - Nykredit Realkredit A/S #NASDAQ #Stock #MarketScreener https://t.co/SMj5BFtWla https://t.co/Hu7raCpRPc,neutral
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",neutral
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,neutral
GOOG - has potential for slightest disappoint stock could gap 50 points down - did it - Q4 earnings of 10.58 per share,negative
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,positive
The estimated value of the deal is USD 9.2 million .,neutral
Brixmor 2020 FFO guidance comes in on the light side,negative
Hedge Funds Are Disconnecting From Boingo Wireless Inc (WIFI),negative
Hargreaves top investor sells shares at discount; stock drops,negative
"#DailyDataPoint: For the U.S., the December tariff round on China would have more costs than benefits (via https://t.co/LV4HS19c7g",negative
Stock Market Update: Trade balance deficit narrows in November,positive
Timberrrr $TSLA https://t.co/MRBgfDHHVa,negative
Stock Market Update: Financials sector turns negative amid lower yields,negative
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive
"Hedge Funds Dropped The Ball On Molecular Templates, Inc. (MTEM)",neutral
DGIT long for 10 crack at 9.97,positive
Acquisitions have been made and businesses have been well integrated .,positive
BAC is like watching a plant grow ;-) But my DO.to position is up 2.75% today !!!   :),positive
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral
CSN 413K worth sold in block trades so far today... The Celsion roller coaster is making people sick on here...,positive
Here's Why Athenex Stock Is Sliding Today,negative
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral
Yesterday's earnings from CNK suggest a 25 handle before 30,negative
user: AAP Not loving that close.  ong weekly 450 calls. 25000 of us praying for the 450 pin close,positive
A couple biotech stocks that are setting up well in various time frames: JAZZ PCYC,positive
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",negative
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral
The solution will be installed in the USA to support the North American operations of the customer .,neutral
Shell to buy BG Group in $69.7 billion takeover,positive
Twitter users explain why Kohl's stock just got obliterated after reporting earnings,negative
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive
EU Trade Commissioner Phil Hogan says a political agreement on the shape of a new trading relationship with the U.K https://t.co/TrAWPGQl0L,positive
Alio Gold Settles Arbitration With Maverix Metals  https://t.co/DA3DrYrybW,positive
TM - ahhh! stupid prelim results! short but wanted to add puts before earnings...,negative
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive
user: AAP How will smaller margins and higher wages and unions help apple?,negative
$AAL - American halts flights to Mainland China https://t.co/zQIKTbqqUk,negative
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral
Public Service declares $0.47 dividend,neutral
"CAT Failed at the 200 day MA, watch for the Trap Door to open imo!",negative
BlackRock Frontiers Investment Trust : Net Asset Value(s) #BlackRockFrontiersInvestmentTrust #Stock #MarketScreener https://t.co/Af8ZoSZ6Km,neutral
CAT holding that 95 level beautifully today. Cup&Handle from September to January. A good market and this BEAKS OT.,positive
Exclusive: Elise Stefanik Reflects on Her Two-Week Whirlwind https://t.co/5SownqVBuD,neutral
Hedge Funds Have Never Been More Bullish On RadNet Inc. (RDNT),positive
ABT - Abbott breaking out yday. Cup w/ tea and crumpets? handle Jan.,positive
Catch up user: Hot inks is totally off the hook this morning - so many great reads  AAP MACO,positive
Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,positive
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",neutral
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive
SFD here it comes.,negative
ArcelorMittal More Optimistic on Steel Demand Outlook for 2020,positive
"Thanksgiving in its early form carried much of the moral savour of the Protestant calendar, which replaced saints d https://t.co/G2ml4tG8ny",neutral
AAP So Apple's true stock price is really about 430. This is the starting point for understanding the company's valuation,negative
US Homeowner Equity Rises by $457 Billion in Past 12 Months,positive
How Comcast and Charter Have Used Cellphone Services to Sell Wifi,neutral
